level	id	value
0	216	216
0	217	217
0	218	218
0	219	219
0	220	220
0	221	221
0	222	222
0	223	223
0	224	224
0	225	225
0	226	226
0	227	227
0	228	228
0	229	229
0	230	230
0	231	231
0	232	232
0	233	233
0	234	234
0	235	235
0	236	236
0	237	237
0	238	238
0	239	239
0	240	240
0	241	241
0	242	242
0	243	243
0	244	244
0	245	245
0	246	246
0	247	247
0	248	248
0	249	249
0	250	250
0	251	251
0	252	252
0	253	253
0	254	254
0	255	255
1	0	2
1	1	4
1	2	5
1	3	7
1	4	8
1	5	10
1	6	11
1	7	12
1	8	14
1	9	15
1	10	16
1	11	18
1	12	19
1	13	20
1	14	21
1	15	23
1	16	24
1	17	25
1	18	26
1	19	27
1	20	29
1	21	30
1	22	31
1	23	32
1	24	33
1	25	34
1	26	36
1	27	37
1	28	38
1	29	39
1	30	40
1	31	41
1	32	42
1	33	44
1	34	45
1	35	46
1	36	47
1	37	48
1	38	49
1	39	50
1	40	51
1	41	52
1	42	54
1	43	55
1	44	56
1	45	57
1	46	58
1	47	59
1	48	60
1	49	61
1	50	62
1	51	63
1	52	64
1	53	65
1	54	66
1	55	67
1	56	69
1	57	70
1	58	71
1	59	72
1	60	73
1	61	74
1	62	75
1	63	76
1	64	77
1	65	78
1	66	79
1	67	80
1	68	81
1	69	82
1	70	83
1	71	84
1	72	85
1	73	86
1	74	87
1	75	88
1	76	89
1	77	90
1	78	91
1	79	92
1	80	93
1	81	94
1	82	95
1	83	96
1	84	97
1	85	98
1	86	99
1	87	100
1	88	101
1	89	102
1	90	103
1	91	104
1	92	105
1	93	106
1	94	107
1	95	108
1	96	109
1	97	110
1	98	111
1	99	112
1	100	113
1	101	114
1	102	115
1	103	116
1	104	117
1	105	118
1	106	119
1	107	120
1	108	121
1	109	122
1	110	123
1	111	124
1	112	125
1	113	126
1	114	127
1	115	128
1	116	129
1	117	129
1	118	130
1	119	131
1	120	132
1	121	133
1	122	134
1	123	135
1	124	136
1	125	137
1	126	138
1	127	139
1	128	140
1	129	141
1	130	142
1	131	143
1	132	144
1	133	145
1	134	146
1	135	147
1	136	148
1	137	148
1	138	149
1	139	150
1	140	151
1	141	152
1	142	153
1	143	154
1	144	155
1	145	156
1	146	157
1	147	158
1	148	159
1	149	160
1	150	161
1	151	162
1	152	163
1	153	163
1	154	164
1	155	165
1	156	166
1	157	167
1	158	168
1	159	169
1	160	170
1	161	171
1	162	172
1	163	173
1	164	174
1	165	175
1	166	175
1	167	176
1	168	177
1	169	178
1	170	179
1	171	180
1	172	181
1	173	182
1	174	183
1	175	184
1	176	185
1	177	186
1	178	186
1	179	187
1	180	188
1	181	189
1	182	190
1	183	191
1	184	192
1	185	193
1	186	194
1	187	195
1	188	196
1	189	196
1	190	197
1	191	198
1	192	199
1	193	200
1	194	201
1	195	202
1	196	203
1	197	204
1	198	205
1	199	205
1	200	206
1	201	207
1	202	208
1	203	209
1	204	210
1	205	211
1	206	212
1	207	213
1	208	214
1	209	214
1	210	215
1	211	216
1	212	217
1	213	218
1	214	219
1	215	220
1	216	221
1	217	222
1	218	222
1	219	223
1	220	224
1	221	225
1	222	226
1	223	227
1	224	228
1	225	229
1	226	230
1	227	230
1	228	231
1	229	232
1	230	233
1	231	234
1	232	235
1	233	236
1	234	237
1	235	237
1	236	238
1	237	239
1	238	240
1	239	241
1	240	242
1	241	243
1	242	244
1	243	245
1	244	245
1	245	246
1	246	247
1	247	248
1	248	249
1	249	250
1	250	251
1	251	252
1	252	252
1	253	253
1	254	254
1	255	255
2	0	4
2	1	7
2	2	9
2	3	11
2	4	13
2	5	15
2	6	17
2	7	19
2	8	21
2	9	22
2	10	24
2	11	26
2	12	27
2	13	29
2	14	30
2	15	32
2	16	33
2	17	35
2	18	36
2	19	38
2	20	39
2	21	40
2	22	42
2	23	43
2	24	45
2	25	46
2	26	47
2	27	48
2	28	50
2	29	51
2	30	52
2	31	54
2	32	55
2	33	56
2	34	57
2	35	59
2	36	60
2	37	61
2	38	62
2	39	63
2	40	65
2	41	66
2	42	67
2	43	68
2	44	69
2	45	70
2	46	72
2	47	73
2	48	74
2	49	75
2	50	76
2	51	77
2	52	78
2	53	79
2	54	80
2	55	82
2	56	83
2	57	84
2	58	85
2	59	86
2	60	87
2	61	88
2	62	89
2	63	90
2	64	91
2	65	92
2	66	93
2	67	94
2	68	95
2	69	96
2	70	97
2	71	98
2	72	100
2	73	101
2	74	102
2	75	103
2	76	104
2	77	105
2	78	106
2	79	107
2	80	108
2	81	109
2	82	110
2	83	111
2	84	112
2	85	113
2	86	114
2	87	114
2	88	115
2	89	116
2	90	117
2	91	118
2	92	119
2	93	120
2	94	121
2	95	122
2	96	123
2	97	124
2	98	125
2	99	126
2	100	127
2	101	128
2	102	129
2	103	130
2	104	131
2	105	132
2	106	133
2	107	133
2	108	134
2	109	135
2	110	136
2	111	137
2	112	138
2	113	139
2	114	140
2	115	141
2	116	142
2	117	143
2	118	144
2	119	144
2	120	145
2	121	146
2	122	147
2	123	148
2	124	149
2	125	150
2	126	151
2	127	152
2	128	153
2	129	153
2	130	154
2	131	155
2	132	156
2	133	157
2	134	158
2	135	159
2	136	160
2	137	160
2	138	161
2	139	162
2	140	163
2	141	164
2	142	165
2	143	166
2	144	166
2	145	167
2	146	168
2	147	169
2	148	170
2	149	171
2	150	172
2	151	172
2	152	173
2	153	174
2	154	175
2	155	176
2	156	177
2	157	178
2	158	178
2	159	179
2	160	180
2	161	181
2	162	182
2	163	183
2	164	183
2	165	184
2	166	185
2	167	186
2	168	187
2	169	188
2	170	188
2	171	189
2	172	190
2	173	191
2	174	192
2	175	193
2	176	193
2	177	194
2	178	195
2	179	196
2	180	197
2	181	197
2	182	198
2	183	199
2	184	200
2	185	201
2	186	201
2	187	202
2	188	203
2	189	204
2	190	205
2	191	206
2	192	206
2	193	207
2	194	208
2	195	209
2	196	210
2	197	210
2	198	211
2	199	212
2	200	213
2	201	213
2	202	214
2	203	215
2	204	216
2	205	217
2	206	217
2	207	218
2	208	219
2	209	220
2	210	221
2	211	221
2	212	222
2	213	223
2	214	224
2	215	224
2	216	225
2	217	226
2	218	227
2	219	228
2	220	228
2	221	229
2	222	230
2	223	231
2	224	231
2	225	232
2	226	233
2	227	234
2	228	235
2	229	235
2	230	236
2	231	237
2	232	238
2	233	238
2	234	239
2	235	240
2	236	241
2	237	241
2	238	242
2	239	243
2	240	244
2	241	244
2	242	245
2	243	246
2	244	247
2	245	247
2	246	248
2	247	249
2	248	250
2	249	251
2	250	251
2	251	252
2	252	253
2	253	254
2	254	254
2	255	255
3	0	8
3	1	12
3	2	16
3	3	19
3	4	22
3	5	24
3	6	27
3	7	29
3	8	31
3	9	34
3	10	36
3	11	38
3	12	40
3	13	41
3	14	43
3	15	45
3	16	47
3	17	49
3	18	50
3	19	52
3	20	53
3	21	55
3	22	57
3	23	58
3	24	60
3	25	61
3	26	63
3	27	64
3	28	65
3	29	67
3	30	68
3	31	70
3	32	71
3	33	72
3	34	74
3	35	75
3	36	76
3	37	77
3	38	79
3	39	80
3	40	81
3	41	82
3	42	84
3	43	85
3	44	86
3	45	87
3	46	88
3	47	90
3	48	91
3	49	92
3	50	93
3	51	94
3	52	95
3	53	96
3	54	98
3	55	99
3	56	100
3	57	101
3	58	102
3	59	103
3	60	104
3	61	105
3	62	106
3	63	107
3	64	108
3	65	109
3	66	110
3	67	111
3	68	112
3	69	113
3	70	114
3	71	115
3	72	116
3	73	117
3	74	118
3	75	119
3	76	120
3	77	121
3	78	122
3	79	123
3	80	124
3	81	125
3	82	126
3	83	127
3	84	128
3	85	129
3	86	130
3	87	131
3	88	132
3	89	133
3	90	134
3	91	135
3	92	135
3	93	136
3	94	137
3	95	138
3	96	139
3	97	140
3	98	141
3	99	142
3	100	143
3	101	143
3	102	144
3	103	145
3	104	146
3	105	147
3	106	148
3	107	149
3	108	150
3	109	150
3	110	151
3	111	152
3	112	153
3	113	154
3	114	155
3	115	155
3	116	156
3	117	157
3	118	158
3	119	159
3	120	160
3	121	160
3	122	161
3	123	162
3	124	163
3	125	164
3	126	165
3	127	165
3	128	166
3	129	167
3	130	168
3	131	169
3	132	169
3	133	170
3	134	171
3	135	172
3	136	173
3	137	173
3	138	174
3	139	175
3	140	176
3	141	176
3	142	177
3	143	178
3	144	179
3	145	180
3	146	180
3	147	181
3	148	182
3	149	183
3	150	183
3	151	184
3	152	185
3	153	186
3	154	186
3	155	187
3	156	188
3	157	189
3	158	189
3	159	190
3	160	191
3	161	192
3	162	192
3	163	193
3	164	194
3	165	195
3	166	195
3	167	196
3	168	197
3	169	197
3	170	198
3	171	199
3	172	200
3	173	200
3	174	201
3	175	202
3	176	202
3	177	203
3	178	204
3	179	205
3	180	205
3	181	206
3	182	207
3	183	207
3	184	208
3	185	209
3	186	210
3	187	210
3	188	211
3	189	212
3	190	212
3	191	213
3	192	214
3	193	214
3	194	215
3	195	216
3	196	216
3	197	217
3	198	218
3	199	219
3	200	219
3	201	220
3	202	221
3	203	221
3	204	222
3	205	223
3	206	223
3	207	224
3	208	225
3	209	225
3	210	226
3	211	227
3	212	227
3	213	228
3	214	229
3	215	229
3	216	230
3	217	231
3	218	231
3	219	232
3	220	233
3	221	233
3	222	234
3	223	235
3	224	235
3	225	236
3	226	237
3	227	237
3	228	238
3	229	238
3	230	239
3	231	240
3	232	240
3	233	241
3	234	242
3	235	242
3	236	243
3	237	244
3	238	244
3	239	245
3	240	246
3	241	246
3	242	247
3	243	247
3	244	248
3	245	249
3	246	249
3	247	250
3	248	251
3	249	251
3	250	252
3	251	253
3	252	253
3	253	254
3	254	254
3	255	255
4	0	16
4	1	23
4	2	28
4	3	32
4	4	36
4	5	39
4	6	42
4	7	45
4	8	48
4	9	50
4	10	53
4	11	55
4	12	57
4	13	60
4	14	62
4	15	64
4	16	66
4	17	68
4	18	69
4	19	71
4	20	73
4	21	75
4	22	76
4	23	78
4	24	80
4	25	81
4	26	83
4	27	84
4	28	86
4	29	87
4	30	89
4	31	90
4	32	92
4	33	93
4	34	94
4	35	96
4	36	97
4	37	98
4	38	100
4	39	101
4	40	102
4	41	103
4	42	105
4	43	106
4	44	107
4	45	108
4	46	109
4	47	110
4	48	112
4	49	113
4	50	114
4	51	115
4	52	116
4	53	117
4	54	118
4	55	119
4	56	120
4	57	121
4	58	122
4	59	123
4	60	124
4	61	125
4	62	126
4	63	128
4	64	128
4	65	129
4	66	130
4	67	131
4	68	132
4	69	133
4	70	134
4	71	135
4	72	136
4	73	137
4	74	138
4	75	139
4	76	140
4	77	141
4	78	142
4	79	143
4	80	143
4	81	144
4	82	145
4	83	146
4	84	147
4	85	148
4	86	149
4	87	150
4	88	150
4	89	151
4	90	152
4	91	153
4	92	154
4	93	155
4	94	155
4	95	156
4	96	157
4	97	158
4	98	159
4	99	159
4	100	160
4	101	161
4	102	162
4	103	163
4	104	163
4	105	164
4	106	165
4	107	166
4	108	166
4	109	167
4	110	168
4	111	169
4	112	169
4	113	170
4	114	171
4	115	172
4	116	172
4	117	173
4	118	174
4	119	175
4	120	175
4	121	176
4	122	177
4	123	177
4	124	178
4	125	179
4	126	180
4	127	180
4	128	181
4	129	182
4	130	182
4	131	183
4	132	184
4	133	184
4	134	185
4	135	186
4	136	187
4	137	187
4	138	188
4	139	189
4	140	189
4	141	190
4	142	191
4	143	191
4	144	192
4	145	193
4	146	193
4	147	194
4	148	195
4	149	195
4	150	196
4	151	196
4	152	197
4	153	198
4	154	198
4	155	199
4	156	200
4	157	200
4	158	201
4	159	202
4	160	202
4	161	203
4	162	203
4	163	204
4	164	205
4	165	205
4	166	206
4	167	207
4	168	207
4	169	208
4	170	208
4	171	209
4	172	210
4	173	210
4	174	211
4	175	211
4	176	212
4	177	213
4	178	213
4	179	214
4	180	214
4	181	215
4	182	216
4	183	216
4	184	217
4	185	217
4	186	218
4	187	219
4	188	219
4	189	220
4	190	220
4	191	221
4	192	221
4	193	222
4	194	223
4	195	223
4	196	224
4	197	224
4	198	225
4	199	225
4	200	226
4	201	227
4	202	227
4	203	228
4	204	228
4	205	229
4	206	229
4	207	230
4	208	230
4	209	231
4	210	232
4	211	232
4	212	233
4	213	233
4	214	234
4	215	234
4	216	235
4	217	235
4	218	236
4	219	236
4	220	237
4	221	237
4	222	238
4	223	239
4	224	239
4	225	240
4	226	240
4	227	241
4	228	241
4	229	242
4	230	242
4	231	243
4	232	243
4	233	244
4	234	244
4	235	245
4	236	245
4	237	246
4	238	246
4	239	247
4	240	247
4	241	248
4	242	248
4	243	249
4	244	249
4	245	250
4	246	250
4	247	251
4	248	251
4	249	252
4	250	252
4	251	253
4	252	254
4	253	254
4	254	255
4	255	255
